id,page_views,downloads,columns,agency,d,r,g,b
xuek-2su9,1943,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
72ss-25qh,1941,3363.0,31,Department of Health and Mental Hygiene (DOHMH),698.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
yini-w76t,1932,372.0,3,Taxi and Limousine Commission (TLC),6.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
2mhq-um7h,1931,836.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
ghpb-fpea,1930,1358.0,20,Taxi and Limousine Commission (TLC),13.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
97pn-acdf,1929,2041.0,9,Department of City Planning (DCP),585.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
w83z-2kf9,1925,2094.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
f64t-5yiv,1922,984.0,4,Department of Correction (DOC),6.0,0.7,0.7,0.0
cr93-x2xf,1906,2518.0,19,Department of Education (DOE),1028.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
56bx-u7iw,1903,2117.0,60,Human Resources Administration (HRA),41.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
uh7r-6nya,1900,728.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
ugzk-a6x4,1900,878.0,23,Mayor's Office of Management & Budget (OMB),100.0,1.0,0.9294117647058824,0.43529411764705883
8vwk-6iz2,1896,862.0,22,Department of Health and Mental Hygiene (DOHMH),695.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
rqhp-hivt,1887,1453.0,13,Mayor's Office of Operations (OPS),777.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
ydkf-mpxb,1886,3957.0,27,Department of Transportation (DOT),27.0,0.984313725490196,0.5019607843137255,0.4470588235294118
rdxc-q253,1886,1554.0,6,Taxi and Limousine Commission (TLC),15.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
4u36-44pe,1886,967.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e4ej-j6hn,1879,2082.0,3,Department of Parks and Recreation (DPR),206.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
gs56-euca,1878,2847.0,0,NYC & Company (NYCGO),0.0,0.7,0.7,0.0
k3e2-emsq,1878,1552.0,19,Mayor's Office of Sustainability (MOS),12.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
x2s6-6d2j,1874,2250.0,5,Department of Environmental Protection (DEP),69.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
93d2-wh7s,1871,446.0,4,Department of Housing Preservation and Development (HPD),20.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
it56-eyq4,1868,741.0,25,New York City Housing Authority (NYCHA),634.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
yizy-365y,1861,1822.0,3,New York City Housing Authority (NYCHA),303.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
uvw5-9znb,1855,1422.0,4,City Council (NYCC),738.0,0.7,0.7,0.0
rfpq-hs49,1851,1317.0,3,Department of Education (DOE),126.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
h9sf-7bej,1851,1039.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
d5zb-ragj,1843,3910.0,6,Department of Information Technology & Telecommunications (DoITT),28.0,1.0,1.0,0.7019607843137254
iwdd-99mu,1839,1669.0,23,Mayor's Office of Contract Services (MOCS),147.0,0.8,0.9215686274509803,0.7725490196078432
madj-gkhr,1836,1915.0,5,Department of Education (DOE),139.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
56u9-ryj4,1827,2324.0,27,Department of Youth and Community Development (DYCD),654.0,0.8,0.9215686274509803,0.7725490196078432
8ius-dhrr,1815,1515.0,7,Department of City Planning (DCP),571.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
2pmt-skyq,1807,1970.0,14,Mayor's Office of Sustainability (MOS),247.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
myn9-hwsy,1800,970.0,7,Department of Finance (DOF),127.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
99br-frp6,1794,2765.0,27,Department of Youth and Community Development (DYCD),665.0,0.8,0.9215686274509803,0.7725490196078432
3955-c36a,1791,2120.0,3,NYC Health + Hospitals,6.0,0.7,0.7,0.0
q5x3-7piv,1788,2801.0,27,Department of Youth and Community Development (DYCD),654.0,0.8,0.9215686274509803,0.7725490196078432
jwvp-gyiq,1787,7.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ucdy-byxd,1785,747.0,14,Department of Housing Preservation and Development (HPD),78.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
3wfy-sn5g,1779,393.0,45,Department of Education (DOE),69.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gi7d-8gt5,1779,929.0,0,Landmarks Preservation Commission (LPC),0.0,0.7,0.7,0.0
jr6k-xwua,1767,14.0,0,Taxi and Limousine Commission (TLC),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
3nja-bsch,1766,1530.0,22,New York Public Library (NYPL),3.0,0.7,0.7,0.0
ud4g-9x9z,1761,654.0,15,Department of Health and Mental Hygiene (DOHMH),719.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
mpk5-48av,1760,2400.0,109,Department of Transportation (DOT),6.0,0.984313725490196,0.5019607843137255,0.4470588235294118
hpid-63r5,1758,1473.0,12,Department of Citywide Administrative Services (DCAS),746.0,0.9882352941176471,0.803921568627451,0.8980392156862745
dgg9-jkx8,1752,1996.0,3,NYC Health + Hospitals,14.0,0.7,0.7,0.0
kxg8-856s,1741,1092.0,0,Economic Development Corporation (EDC),0.0,0.7,0.7,0.0
ydbx-4ufw,1741,959.0,5,Department of Education (DOE),394.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
chv4-k4fa,1732,3070.0,26,Department of Youth and Community Development (DYCD),654.0,0.8,0.9215686274509803,0.7725490196078432
tncb-agv4,1731,771.0,5,Department of Education (DOE),244.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
utnf-u4xf,1729,875.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
y3hw-z6bm,1729,416.0,16,Office of Administrative Trials and Hearings (OATH),317.0,0.7,0.7,0.0
b2sp-asbg,1728,2131.0,14,Human Resources Administration (HRA),713.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
bw8v-wzdr,1725,738.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
ae5u-upr6,1725,1414.0,32,Department of Transportation (DOT),91.0,0.984313725490196,0.5019607843137255,0.4470588235294118
9z9b-6hvk,1724,2169.0,31,Latin Media & Entertainment Commission (LMEC),719.0,0.7,0.7,0.0
jvce-szsb,1724,1952.0,25,Other,757.0,1.0,0.9294117647058824,0.43529411764705883
abgy-h8ag,1723,2062.0,0,Administration for Children's Services (ACS),0.0,0.7,0.7,0.0
gjm4-k24g,1722,624.0,49,Department of Health and Mental Hygiene (DOHMH),735.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
7mgd-s57w,1715,740.0,0,Landmarks Preservation Commission (LPC),0.0,0.7,0.7,0.0
nvgj-hbht,1688,449.0,16,Fire Department of New York City (FDNY),690.0,0.7,0.7,0.0
32yu-maz2,1685,2007.0,4,NYC Health + Hospitals,1.0,0.7,0.7,0.0
sqcr-6mww,1682,3605.0,61,311,1088.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
i447-i5u3,1673,1434.0,2,Police Pension Fund (NYCPPF),23.0,0.7,0.7,0.0
dgm3-gggb,1668,1563.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
kwte-dppd,1668,571.0,35,Department of Parks and Recreation (DPR),156.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
qirg-qbv8,1667,1546.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9ct9-prf9,1661,2129.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bkfu-528j,1653,1141.0,12,Office of Citywide Event Coordination and Management (CECM),333.0,0.7,0.7,0.0
s2d8-h5fg,1650,979.0,0,Department of Youth and Community Development (DYCD),0.0,0.8,0.9215686274509803,0.7725490196078432
483x-fy9e,1648,2228.0,13,Department of Homeless Services (DHS),278.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
qfs9-xn8t,1645,1123.0,26,Department of City Planning (DCP),410.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
w8dz-xpjh,1643,1484.0,16,Department of Education (DOE),777.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xmzf-uf2w,1642,255.0,0,Brooklyn Public Library (BPL),0.0,0.7,0.7,0.0
j57c-rqtq,1640,571.0,0,Department of Environmental Protection (DEP),0.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
ux7j-iww6,1638,827.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tyjc-nqc2,1638,1628.0,6,Department of Information Technology & Telecommunications (DoITT),146.0,1.0,1.0,0.7019607843137254
am94-epxh,1630,215.0,6,Taxi and Limousine Commission (TLC),12.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
mv4k-y93f,1620,536.0,16,Police Department (NYPD),467.0,1.0,1.0,0.7019607843137254
vuae-w6cg,1614,1263.0,20,Mayor's Office of Operations (OPS),191.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
qafz-7myz,3026,1268.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
u6fv-5dqe,3013,378.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2rr4-rfvc,3009,232.0,2,Department of Education (DOE),317.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
grnn-mvqe,3002,1415.0,153,Department of Health and Mental Hygiene (DOHMH),0.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
5gj9-2kzx,2986,1215.0,19,Taxi and Limousine Commission (TLC),17.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
i7a5-bsik,2971,1607.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
vr8p-8shw,2940,1062.0,16,Department of Sanitation (DSNY),2.0,0.984313725490196,0.5019607843137255,0.4470588235294118
d9z4-v86m,2905,971.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
tv64-9x69,2893,2288.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
ykvb-493p,2890,1194.0,10,Department of Health and Mental Hygiene (DOHMH),347.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
ipc3-2nbm,2887,1702.0,7,NYC Independent Budget Office (IBO),27.0,0.7,0.7,0.0
pwkr-dpni,2875,6335.0,11,Department of Finance (DOF),19.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
eizi-ujye,2864,904.0,0,Police Department (NYPD),0.0,1.0,1.0,0.7019607843137254
j7gw-gcxi,2860,1707.0,4,Department of Design and Construction (DDC),45.0,0.7,0.7,0.0
69bm-3bc2,2856,1057.0,61,Commission on Women's Issues (CWI),507.0,0.7,0.7,0.0
u35m-9t32,2853,3279.0,16,Department of Cultural Affairs (DCLA),742.0,0.7,0.7,0.0
wzur-rhz9,2850,1106.0,34,Taxi and Limousine Commission (TLC),784.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
tbgj-tdd6,2839,2644.0,20,Department of Information Technology & Telecommunications (DoITT),690.0,1.0,1.0,0.7019607843137254
ikqj-pyhc,2834,2785.0,46,Department of Finance (DOF),707.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
66qr-66q7,2829,33.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
4bew-e6kg,2818,572.0,24,NYC Health + Hospitals,728.0,0.7,0.7,0.0
9p4w-7npp,2811,7815.0,5,Department of Finance (DOF),19.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
m64p-r9hk,2804,2288.0,5,Department of Environmental Protection (DEP),46.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
pwhj-ikym,2783,1386.0,0,Economic Development Corporation (EDC),0.0,0.7,0.7,0.0
y9gu-cxxw,2780,530.0,79,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
an6v-iuem,2779,2156.0,6,New York City Housing Authority (NYCHA),25.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
799n-b76v,2760,1749.0,32,Latin Media & Entertainment Commission (LMEC),749.0,0.7,0.7,0.0
9cw8-7heb,2753,6397.0,3,Mayor's Office of Data Analytics (MODA),0.0,0.7,0.7,0.0
hg3c-2jsy,2747,1991.0,18,Department of Education (DOE),543.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dvaj-b7yx,2733,1687.0,55,Department of Homeless Services (DHS),599.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
6phq-6kwz,2710,17.0,0,Taxi and Limousine Commission (TLC),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
qk7d-gecv,2703,5454.0,22,Department of Education (DOE),94.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
y43c-5n92,2692,2851.0,10,Department of Environmental Protection (DEP),72.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
hyuz-tij8,2680,2160.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
q39e-7gbs,2668,1782.0,23,Mayor's Office of Sustainability (MOS),722.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
pckb-8r2z,2663,1667.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
7rnv-m532,2621,19.0,0,Taxi and Limousine Commission (TLC),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
w3wp-dpdi,2620,1028.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
9b9u-8989,2617,2367.0,9,Department of Small Business Services (SBS),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
79z8-9mcf,2611,3837.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
wkaa-8g8b,2600,1761.0,3,Department of Correction (DOC),43.0,0.7,0.7,0.0
ffnc-f3aa,2597,2345.0,17,Department of Education (DOE),425.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
svyi-maaj,2597,2455.0,7,Law Department (LAW),0.0,0.7,0.7,0.0
7btz-mnc8,2583,5664.0,10,Department of Health and Mental Hygiene (DOHMH),38.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
8qgy-ka3v,2579,1839.0,8,Department of Environmental Protection (DEP),83.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
gysc-yn4h,2571,3626.0,1,Department of Records and Information Services (RECORDS),0.0,0.7,0.7,0.0
2qj2-cctx,2567,1649.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
ty8z-v9d2,2557,774.0,0,Department of Youth and Community Development (DYCD),0.0,0.8,0.9215686274509803,0.7725490196078432
faiq-9dfq,2556,411.0,43,Department of Finance (DOF),88.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
36hn-wea6,2551,2477.0,27,Department of Youth and Community Development (DYCD),654.0,0.8,0.9215686274509803,0.7725490196078432
9s68-zggy,2548,981.0,42,Department of Housing Preservation and Development (HPD),728.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
2np7-5jsg,2537,1118.0,20,Taxi and Limousine Commission (TLC),13.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
psqs-brte,2509,363.0,47,311,886.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
f6an-2v46,2507,386.0,0,Police Department (NYPD),0.0,1.0,1.0,0.7019607843137254
kjk4-7tzy,2488,1809.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
dqkt-8x6u,2486,1845.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
66be-66yr,2485,1748.0,25,New York City Housing Authority (NYCHA),634.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
9hyh-zkx9,2475,1890.0,39,Administration for Children's Services (ACS),780.0,0.7,0.7,0.0
8y4t-faws,2468,376.0,139,Department of Finance (DOF),551.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
zyf6-z3xt,2409,657.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
pvkv-25ck,2385,489.0,16,Taxi and Limousine Commission (TLC),137.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
wng2-85mv,2380,2169.0,31,Department of Transportation (DOT),91.0,0.984313725490196,0.5019607843137255,0.4470588235294118
gua4-p9wg,2375,1500.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ipbu-mtcs,2371,525.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
9jgj-bmct,2355,1249.0,19,Department of Health and Mental Hygiene (DOHMH),449.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
pf5b-73bw,2349,1342.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
uvks-tn5n,2330,2814.0,27,Department of Youth and Community Development (DYCD),654.0,0.8,0.9215686274509803,0.7725490196078432
p6bh-gqsg,2322,3277.0,26,Other,895.0,1.0,0.9294117647058824,0.43529411764705883
388s-pnvc,2302,1366.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
x3bb-kg5j,2301,659.0,6,Department of Education (DOE),94.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qnuk-aubm,2300,1343.0,4,Department of Information Technology & Telecommunications (DoITT),143.0,1.0,1.0,0.7019607843137254
mm69-vrje,2296,2009.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
i8f4-bu5r,2287,804.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
2xir-kwzz,2256,1539.0,6,Department of Health and Mental Hygiene (DOHMH),6.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
tc6u-8rnp,2252,1848.0,16,Human Resources Administration (HRA),737.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
4fnu-iufz,2252,955.0,20,Mayor's Office of Operations (OPS),191.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
i8d5-5ciu,2217,496.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ikvd-dex8,2216,1366.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
fa9x-pfzm,2208,16.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
59gn-q4ai,2191,1050.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
3w89-mz4u,2190,224.0,6,Department of Education (DOE),663.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
33db-aeds,2187,1897.0,6,Human Resources Administration (HRA),41.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
ji82-xba5,2186,1138.0,47,Department of City Planning (DCP),554.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
q6ei-tvmg,2184,709.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ph7v-u5f3,2177,1491.0,59,Taxi and Limousine Commission (TLC),777.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
7xq6-k6zy,2164,482.0,11,Civil Service Commission,203.0,0.7,0.7,0.0
yjxr-fw8i,2160,310.0,39,Department of Finance (DOF),992.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
avz8-mqzz,2157,179.0,6,Taxi and Limousine Commission (TLC),12.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
sv2w-rv3k,2154,435.0,16,Police Department (NYPD),467.0,1.0,1.0,0.7019607843137254
pp5b-95kq,2153,1066.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ay9k-vznm,2128,2214.0,22,Department of Small Business Services (SBS),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
x2hp-8ukt,2127,1945.0,23,Department of Education (DOE),645.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
zhrf-jnt6,2120,640.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
8d5p-rji6,2091,139.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
5tqd-u88y,2073,277.0,23,Department of Information Technology & Telecommunications (DoITT),259.0,1.0,1.0,0.7019607843137254
ne9z-skhf,2064,2000.0,22,New York Public Library (NYPL),3.0,0.7,0.7,0.0
6j86-5s7z,2058,560.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
tb8q-a3ar,2057,1219.0,20,Department of Housing Preservation and Development (HPD),467.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
fgq8-am2v,2057,3480.0,31,Department of Small Business Services (SBS),670.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
krwf-eng6,2048,3253.0,4,School Construction Authority (SCA),17.0,1.0,1.0,0.7019607843137254
f888-ni5f,4954,949.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
xbvj-gfnw,4939,3606.0,0,Landmarks Preservation Commission (LPC),0.0,0.7,0.7,0.0
r7rr-2vqh,4927,1000.0,0,Police Department (NYPD),0.0,1.0,1.0,0.7019607843137254
feu5-w2e2,4908,10519.0,15,Department of Housing Preservation and Development (HPD),73.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
mdbu-nrqn,4882,2417.0,24,Department of Housing Preservation and Development (HPD),217.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
d4iy-9uh7,4869,2599.0,15,New York City Housing Authority (NYCHA),538.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
utqd-4534,4855,109628.0,29,Board of Elections (BOENY),776.0,0.7,0.7,0.0
csut-3wpr,4793,970.0,12,Department of Health and Mental Hygiene (DOHMH),303.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
ertz-hr4r,4792,1090.0,31,Department of Transportation (DOT),91.0,0.984313725490196,0.5019607843137255,0.4470588235294118
5fn4-dr26,4764,7386.0,23,Department of Consumer Affairs (DCA),751.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ayer-cga7,4758,206768.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
p4pf-fyc4,4725,2185.0,0,New York Public Library (NYPL),0.0,0.7,0.7,0.0
ejxk-d93y,4684,6709.0,0,Department of Small Business Services (SBS),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
26ze-s5bx,4665,3299.0,2,Department of Correction (DOC),43.0,0.7,0.7,0.0
5jat-czce,4608,1416.0,6,Manhattan Borough President (MBPO),1.0,0.7,0.7,0.0
uqqa-hym2,4607,2039.0,14,Department of Finance (DOF),624.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
pqg4-dm6b,4556,3702.0,68,Commission on Women's Issues (CWI),771.0,0.7,0.7,0.0
rukc-mmqu,4555,1970.0,9,Department of Design and Construction (DDC),117.0,0.7,0.7,0.0
3rfa-3xsf,4554,5716.0,61,311,1088.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
n4kn-dy2y,4537,28.0,0,Taxi and Limousine Commission (TLC),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
kwk4-6u9e,4493,363.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
34hf-h2fw,4492,18.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
uihr-hn7s,4459,41150.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
fyf4-hrcu,4441,12.0,0,Department of Health and Mental Hygiene (DOHMH),0.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
6v9u-ndjg,4396,2610.0,2,Department of Buildings (DOB),25.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
hnxz-kkn5,4371,2568.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
qd3c-zuu7,4326,1619.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
2cav-chmn,4315,1254.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
n5xc-7jfa,4299,2046.0,19,Fire Department of New York City (FDNY),450.0,0.7,0.7,0.0
urvc-2kdr,4277,3455.0,46,Department of Youth and Community Development (DYCD),8.0,0.8,0.9215686274509803,0.7725490196078432
6smc-7mk6,4257,526.0,19,Department of Small Business Services (SBS),771.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
2j8u-wtju,4253,1051.0,34,Mayor's Office for Economic Opportunity,97.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hve5-8z68,4250,2393.0,2,Department of Correction (DOC),43.0,0.7,0.7,0.0
d4uz-6jaw,4240,2558.0,2,Department of Correction (DOC),43.0,0.7,0.7,0.0
8u86-bviy,4235,2041.0,60,Mayor's Office of Sustainability (MOS),715.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
6j6t-3ixh,4226,4424.0,8,Department for the Aging (DFTA),15.0,0.9882352941176471,0.803921568627451,0.8980392156862745
tgrn-h24f,4173,505.0,30,Department of Information Technology & Telecommunications (DoITT),549.0,1.0,1.0,0.7019607843137254
jhjm-vsp8,4168,2094.0,12,Department of City Planning (DCP),145.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
a3vc-fsgj,4098,29.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8yac-vygm,4078,1381.0,14,Department of Education (DOE),73.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
drh3-e2fd,4045,2297.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
5p78-k3zm,4026,1035.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
bquu-z2ht,4002,3746.0,45,NYC Service (NYCSERVICE),753.0,0.7,0.7,0.0
spjh-pz7h,3984,21003.0,0,Department of Environmental Protection (DEP),0.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
gffu-ps8j,3953,1417.0,7,NYC Independent Budget Office (IBO),29.0,0.7,0.7,0.0
h7zy-iq3d,3949,2282.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
p6h4-mpyy,3948,2194.0,48,Department of Education (DOE),519.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ph5g-sr3v,3943,2402.0,18,Department of City Planning (DCP),586.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
ssq6-fkht,3940,436.0,20,Fire Department of New York City (FDNY),687.0,0.7,0.7,0.0
sv7x-dduq,3848,1650.0,17,Department of Finance (DOF),21.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
8nqg-ia7v,3833,8656.0,29,Office of the Mayor (OTM),449.0,0.7,0.7,0.0
vq35-j9qm,3815,1321.0,35,Department of Environmental Protection (DEP),735.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
