id,page_views,downloads,columns,agency,d,r,g,b
fuzi-xuv4,9,87.0,8,0,379.0,0.7,0.7,0.0
qta3-sq5k,8,1.0,31,Department of Consumer Affairs (DCA),507.0,0.984313725490196,0.5019607843137255,0.4470588235294118
c5vm-g2dk,8,222.0,18,Department of Parks and Recreation (DPR),652.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
efdc-dxuz,6,153.0,4,Brooklyn Borough President (BPBK),14.0,0.7,0.7,0.0
xjtr-h2x2,26,47.0,7,Taxi and Limousine Commission (TLC),128.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
wyhw-ykq2,26,32.0,0,Commission to Combat Police Corruption (CCPC),0.0,0.7,0.7,0.0
g5ah-i2sh,26,99.0,4,Mayor's Office of the Chief Technology Officer,570.0,0.7,0.7,0.0
ixe9-9fcq,26,62.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
x4hu-rz9v,26,87.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
knq4-3kz9,26,76.0,4,Department of Education (DOE),357.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dggd-3jfu,26,464.0,13,New York City Housing Authority (NYCHA),801.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
g3s7-2g3d,26,352.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
yeut-b48d,26,128.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xhmm-58fn,26,386.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qusa-igsv,26,93.0,9,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mu33-54em,25,168.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
q48k-6suv,25,11.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6etc-vpfd,25,54.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p5yk-zjsc,25,210.0,7,Department of Education (DOE),52.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e635-qjv5,25,191.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
rcdb-6tdq,25,356.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hntz-vujg,25,359.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
v2hd-uwxx,24,91.0,7,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
x79z-q7y2,24,377.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dpfn-5ihn,24,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
j7tw-gms7,24,89.0,36,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
95ii-vcsx,24,84.0,7,Department of Education (DOE),126.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7pi4-r8u2,23,98.0,18,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i6ds-scnc,23,104.0,3,Department of Education (DOE),517.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dy27-rrad,23,37.0,16,Brooklyn Borough President (BPBK),721.0,0.7,0.7,0.0
gqzy-vhwd,23,368.0,5,Brooklyn Borough President (BPBK),23.0,0.7,0.7,0.0
fk5e-4bf4,23,41.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gez6-674h,23,81.0,10,Department of Education (DOE),353.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
c3kh-heyp,23,118.0,15,Department of Transportation (DOT),7.0,0.984313725490196,0.5019607843137255,0.4470588235294118
pjwi-qd2x,22,150.0,17,Mayor's Office of the Chief Technology Officer,8.0,0.7,0.7,0.0
urc8-8bjy,22,153.0,10,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
3kx3-7svp,22,136.0,17,Mayor's Office of the Chief Technology Officer,8.0,0.7,0.7,0.0
d4cb-8mwj,21,96.0,8,Department of Education (DOE),667.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
by8q-dp62,21,143.0,7,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
igsj-fxac,21,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
ytjm-yias,21,110.0,8,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
c5u8-5c47,21,69.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cgwq-3ie6,21,131.0,17,Mayor's Office of the Chief Technology Officer,226.0,0.7,0.7,0.0
28sw-qd77,21,0.0,0,Taxi and Limousine Commission (TLC),0.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
rb33-zusf,20,53.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7w73-8bcz,20,0.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
cirn-n726,20,63.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gj2m-sgjc,20,79.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9tnu-6rdi,20,111.0,3,Department of Education (DOE),309.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wcpw-9chs,19,271.0,8,Mayor's Office of Management & Budget (OMB),12.0,1.0,0.9294117647058824,0.43529411764705883
jkk2-3xzd,19,68.0,6,Department of Education (DOE),251.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xdzg-dnpg,19,288.0,6,Mayor's Office of Management & Budget (OMB),81.0,1.0,0.9294117647058824,0.43529411764705883
nmtq-hr8h,19,51.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2vr2-vcvz,18,51.0,7,Mayor's Office of Sustainability (MOS),614.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
5mxw-kxpt,18,438.0,8,Brooklyn Borough President (BPBK),61.0,0.7,0.7,0.0
9bjg-n96a,18,115.0,17,Mayor's Office of the Chief Technology Officer,8.0,0.7,0.7,0.0
95u9-kyyu,18,49.0,7,Brooklyn Borough President (BPBK),6.0,0.7,0.7,0.0
mhpm-4ekb,17,90.0,11,Department of Education (DOE),293.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
53m8-jdtg,17,234.0,59,Department of Parks and Recreation (DPR),17.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
6pv9-jmn5,17,293.0,20,Mayor's Office of Sustainability (MOS),496.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
r465-fr2q,17,333.0,20,Department of Parks and Recreation (DPR),654.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
87fc-zpp6,17,18.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
f3h8-59sn,17,55.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
q7f5-jwds,16,85.0,7,Brooklyn Borough President (BPBK),6.0,0.7,0.7,0.0
pvxf-9irb,16,58.0,23,Brooklyn Borough President (BPBK),734.0,0.7,0.7,0.0
u5vp-yxq8,16,53.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bcsx-ch6m,16,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
hv9n-xgy4,16,263.0,29,Department of Parks and Recreation (DPR),657.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
t9nb-zfe4,15,50.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fc69-ufed,15,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
4mud-hg2j,15,126.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
y6ds-67d5,14,201.0,4,Brooklyn Borough President (BPBK),303.0,0.7,0.7,0.0
e6ph-9uv7,14,203.0,4,Brooklyn Borough President (BPBK),161.0,0.7,0.7,0.0
3c9q-94ad,14,131.0,8,Department of Education (DOE),662.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wcmg-48ep,14,92.0,8,Department of Education (DOE),127.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ndgr-9drd,14,12.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mdg8-aa3x,13,16.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5s8t-db6q,13,48.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p7kk-jjry,13,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
t3w8-49gp,13,15.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xirx-msjc,13,117.0,20,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
x3s5-f49v,13,47.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5hcy-6f3q,13,77.0,6,Department of Education (DOE),251.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hkqp-x7p9,13,74.0,7,Department of Education (DOE),226.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uk5i-vjzr,13,52.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4hbx-ab3c,12,48.0,19,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
dazy-4wwv,12,118.0,7,Department of Education (DOE),226.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vmkw-p55f,12,237.0,15,Department of Parks and Recreation (DPR),1.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
kknj-ey22,12,52.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
jipi-drdu,12,91.0,13,Brooklyn Borough President (BPBK),16.0,0.7,0.7,0.0
5npv-j6gn,12,229.0,23,Department of Parks and Recreation (DPR),685.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
jt4k-7qty,12,36.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
avh4-h5hx,12,44.0,8,Brooklyn Borough President (BPBK),6.0,0.7,0.7,0.0
45sb-srb5,11,90.0,15,Department of Parks and Recreation (DPR),28.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
wg5a-mubp,11,658.0,15,Mayor's Office of Sustainability (MOS),701.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
pfwf-dpwc,11,37.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
sydm-hizh,11,88.0,9,Brooklyn Borough President (BPBK),319.0,0.7,0.7,0.0
pu45-qynj,11,205.0,19,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
rbwa-m4iy,10,166.0,5,Brooklyn Borough President (BPBK),16.0,0.7,0.7,0.0
63bz-5n3b,10,433.0,18,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
wf9c-gupx,10,156.0,16,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
5vu5-8tgt,10,181.0,15,Department of Parks and Recreation (DPR),28.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
c4p6-rvjs,9,114.0,19,Mayor's Office of Sustainability (MOS),714.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
9fxq-tpip,9,82.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6ypq-ih9a,37,86.0,10,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
brxp-zcjz,37,81.0,8,Department of Education (DOE),83.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9wgm-cdbe,37,207.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
er9e-qz8i,36,89.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g4zf-s85y,36,90.0,26,Department of Education (DOE),453.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xr5s-zsn6,36,83.0,16,Department of Education (DOE),369.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
chb2-ipkr,36,90.0,8,Department of Education (DOE),269.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xy5n-i6mb,36,110.0,36,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tk57-ks48,36,350.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vypd-m9q8,36,224.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
5e8d-k9md,35,96.0,33,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
b57i-ri22,35,6.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ek6b-5n74,35,78.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5ytq-4m2r,35,86.0,7,0,52.0,0.7,0.7,0.0
qcwe-qqie,35,107.0,5,Department of Education (DOE),44.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uk6z-hem9,35,97.0,7,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dhgx-p2ue,35,81.0,7,Department of Education (DOE),52.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hc32-b4uk,35,408.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
edai-t99u,35,73.0,8,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wn79-er9p,35,109.0,4,Department of Education (DOE),357.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ghht-zbsp,35,104.0,31,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
njqj-g8fv,35,92.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ips9-qxk8,35,407.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vwd9-skbw,35,646.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
d5g5-kttt,35,624.0,6,Department of Education (DOE),261.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tbmp-nmim,35,0.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
cmni-fvnx,35,68.0,24,Department of Parks and Recreation (DPR),643.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
9txq-dagp,34,365.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
h65x-gk9r,34,68.0,13,New York City Housing Authority (NYCHA),822.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
89bd-raqa,34,115.0,13,Department of Education (DOE),5.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ccgt-mp8e,34,104.0,11,Department of Education (DOE),789.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
iaig-3vs5,34,304.0,27,Department of Transportation (DOT),916.0,0.984313725490196,0.5019607843137255,0.4470588235294118
qqba-8akg,34,97.0,24,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
k8in-e8bh,34,356.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mw3t-6kth,34,89.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8sea-35e7,34,247.0,9,Mayor's Office of Management & Budget (OMB),12.0,1.0,0.9294117647058824,0.43529411764705883
cusf-jxh5,34,87.0,31,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
aqy4-qgvz,34,349.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
stv3-xtpf,34,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
6i5e-7v2f,34,67.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xy48-7s3d,34,101.0,10,Department of Education (DOE),105.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
38rv-gwcw,34,2.0,45,311,882.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
uinz-vc7n,33,129.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qe6k-pu9t,33,73.0,5,Mayor's Office of Operations (OPS),169.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
259a-b6s7,33,116.0,12,Department of Parks and Recreation (DPR),29.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
smkj-7vb5,33,365.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
t6ia-5tin,33,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
n5xa-24cw,33,91.0,7,Department of Education (DOE),520.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vbcn-wn88,33,117.0,7,Department of Education (DOE),520.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cgd2-a96k,33,182.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
nnyy-27fp,33,86.0,8,Department of Education (DOE),127.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ph9e-sw9u,33,360.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
eifs-wzhm,33,224.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
j49e-erz3,33,145.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
mthv-t59m,33,129.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
8ruf-3bq8,32,187.0,6,Department of Education (DOE),261.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bk4j-3hk5,32,87.0,7,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
w8cn-6mjd,32,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
mebz-ditc,32,57.0,7,Department of Parks and Recreation (DPR),591.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
kybr-br4u,32,75.0,10,Department of Education (DOE),271.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i8qp-5mwu,32,77.0,5,Department of Education (DOE),255.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qves-4x9c,32,231.0,30,Department of Transportation (DOT),28.0,0.984313725490196,0.5019607843137255,0.4470588235294118
7w9p-j93r,32,359.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
igkm-n3xt,32,60.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5cxm-c27f,32,14.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pdpg-nn8i,31,80.0,16,Department of Education (DOE),530.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7hpk-8zed,31,83.0,16,Department of Education (DOE),450.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kcfe-uypz,31,284.0,11,Department of Parks and Recreation (DPR),4.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
vv3n-5y3z,31,87.0,20,Department of Education (DOE),364.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g52i-ijbe,31,142.0,38,Department of Education (DOE),361.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cbfr-z7aj,31,178.0,40,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fb4j-itwb,30,394.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9q3s-ajq8,30,354.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mmdw-rxy8,30,356.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tsps-ttpz,30,83.0,17,Department of Education (DOE),396.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
k2da-5ijm,30,77.0,6,Department of Education (DOE),251.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2anc-iydk,30,110.0,8,Department of Education (DOE),93.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xpy2-cyxg,30,108.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kvc5-kdj8,29,192.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
cvys-e4b6,29,104.0,21,Department of Transportation (DOT),7.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ajh7-4wqg,29,59.0,9,Brooklyn Borough President (BPBK),16.0,0.7,0.7,0.0
nhak-36my,29,85.0,6,Department of Education (DOE),283.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
j4wk-mndk,29,94.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
n8b9-ghux,29,91.0,40,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tiwv-ukz3,29,320.0,8,Department of Education (DOE),246.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
acek-a5z6,29,374.0,7,Department of Youth and Community Development (DYCD),303.0,0.8,0.9215686274509803,0.7725490196078432
5tdj-xqd5,28,82.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
f7qh-bcr5,28,83.0,8,Department of Education (DOE),272.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ajgi-hpq9,28,76.0,10,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xkuq-9uzf,28,86.0,6,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6zvj-sek6,28,94.0,30,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2vk5-6yq6,28,88.0,8,Department of Education (DOE),83.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i2y3-sx2e,28,257.0,17,Department of Transportation (DOT),583.0,0.984313725490196,0.5019607843137255,0.4470588235294118
wssh-seqa,27,82.0,14,Department of Education (DOE),343.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
j2dd-88mm,27,353.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6irv-e4ks,27,80.0,8,Department of Education (DOE),93.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vwxi-2r5k,27,117.0,9,Department of Education (DOE),661.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ifnn-4w9d,27,354.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
3fes-huds,27,105.0,3,Staten Island Borough President (BPSI),1.0,0.7,0.7,0.0
rw6k-9v7e,26,354.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dhsk-pig8,47,884.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g9pi-q9mx,47,0.0,0,0,0.0,0.7,0.7,0.0
emcq-k42b,47,711.0,3,Department of Citywide Administrative Services (DCAS),309.0,0.9882352941176471,0.803921568627451,0.8980392156862745
4edb-7rb7,47,84.0,9,Department of Education (DOE),462.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
eidg-3v2p,47,358.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bha8-nbrn,47,352.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qad5-y26n,47,370.0,6,0,26.0,0.7,0.7,0.0
bjfz-j45a,47,60.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
igad-psu6,47,352.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2vv4-3iny,47,85.0,9,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4tnw-tspg,46,98.0,11,Department of Education (DOE),443.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
h49x-6v6r,46,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
pz9j-6fgq,46,292.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
4qii-5cz9,46,81.0,9,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uqgd-pt5w,46,86.0,6,Department of Education (DOE),663.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
n6cw-dbdc,46,65.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5nz7-hh6t,46,89.0,9,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8ess-ssnw,46,124.0,14,Mayor's Office of the Chief Technology Officer,594.0,0.7,0.7,0.0
5kru-rjmf,45,84.0,13,Department of Education (DOE),402.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tbhc-a2hs,45,181.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
k2wr-xdxp,45,171.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
wryt-jaa6,45,350.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ce34-mm33,45,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
tjt7-rf2i,45,171.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
h5j6-bv4u,45,90.0,7,Department of Education (DOE),256.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uvbr-fk6w,45,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
n23c-ym2g,45,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
r5p4-2qap,45,89.0,76,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2gjq-v9z9,45,551.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
yg5a-hytu,45,98.0,8,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pshf-uxpw,44,591.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wspa-cuqk,44,114.0,69,Department of Education (DOE),456.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
w297-q7jn,44,349.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kewp-r7r7,44,130.0,10,0,265.0,0.7,0.7,0.0
3aka-ggej,44,84.0,9,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ubuy-v2nw,43,61.0,3,Brooklyn Borough President (BPBK),50.0,0.7,0.7,0.0
